data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9643709,466,MLI7717,7717,"09 November 2022",2022,1,Battles,"Armed clash","Police Forces of Mali (2021-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Kayes,Diema,Diema,Diema,14.5418,-9.1913,1,"Undisclosed Source","Local partner-Other","On 9 November 2022, policemen and an unidentified armed group exchanged gunfire in the town of Diema (Diema, Kayes). There were no casualties.",0,1669053774,MLI
9643758,466,MLI7676,7676,"09 November 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Women (Mali); Farmers (Mali)",7,27,"Western Africa",Mali,Segou,Tominian,Lanfiala,Kouna-Toumou,13.4748,-3.9776,1,"Undisclosed Source","Local partner-Other","On 9 November 2022, JNIM militants killed a woman and burned harvest in the village of Kouna-Toumou (Tominian, Segou).",1,1669053774,MLI
9635478,466,MLI7628,7628,"08 November 2022",2022,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,"Western Africa",Mali,Segou,Niono,Niono,Tiemaba,14.2217,-5.9065,1,"Whatsapp; Undisclosed Source","Local partner-Other","On 8 November 2022, JNIM militants attacked Donso militiamen escorting farmers harvesting in the village of Tiemaba (Niono, Segou). Two militiamen were killed.",2,1668457335,MLI
9635802,466,MLI7635,7635,"08 November 2022",2022,1,"Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)","GATIA: Imghad Tuareg and Allies Self-Defense Group",7,27,"Western Africa",Mali,Gao,Gao,Anchawadi,"In Kardouassen",16.394,0.5781,2,"Undisclosed Source","Local partner-Other","On 8 November 2022, IS Sahel militants killed two GATIA scouts (assumed unarmed) in the area of In Kardouassen (Gao, Gao).",2,1668457336,MLI
9635818,466,MLI7631,7631,"08 November 2022",2022,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Wagner Group","Dan Na Ambassagou",8,28,"Western Africa",Mali,Mopti,Bandiagara,Pignari,Gourel-Bodie,14.307,-4,2,"Undisclosed Source","Local partner-Other","On 8 November 2022, JNIM militants and Wagner and Dan Na Ambassagou militiamen clashed in the area of Gourel-Bodie (Bandiagara, Mopti). Casualties unknown.",0,1668457336,MLI
9643408,466,MLI7661,7661,"08 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)","Wagner Group",1,12,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,"Undisclosed Source; Twitter; Whatsapp","Local partner-Other","On 8 November 2022, a FAMa and Wagner convoy hit an IED likely planted by JNIM militants near Boni (Douentza, Mopti). Three soldiers were killed and two wounded. JNIM claimed responsibility.",3,1669053773,MLI
9635814,466,MLI7638,7638,"07 November 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Mali (2021-)","Wagner Group; Dan Na Ambassagou",1,"Civilians (Mali)",,7,17,"Western Africa",Mali,Mopti,Mopti,Fatoma,Fatoma,14.614,-4.06,2,"Undisclosed Source","Local partner-Other","On 7 November 2022, a FAMa, Wagner, and Dan Na Ambassagou patrol killed two persons on the road near the town of Fatoma (Mopti, Mopti).",2,1668457336,MLI
9635834,466,MLI7642,7642,"07 November 2022",2022,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Tombouctou,Tombouctou,Alafia,Acharane,16.6314,-3.3256,2,Whatsapp,"New media","On 7 November 2022, two unidentified armed men fired gunshots against a vehicle near the village of Acharane (Tombouctou, Tombouctou). The driver escaped aboard the vehicle unharmed.",0,1668457336,MLI
9643685,466,MLI7634,7634,"07 November 2022",2022,1,"Violence against civilians",Attack,"Dan Na Ambassagou",,4,"Civilians (Mali)","Women (Mali)",7,47,"Western Africa",Mali,Mopti,Djenne,Fakala,Nia-Ouro,14.008,-4.1236,1,"Undisclosed Source","Local partner-Other","On 7 November 2022, Dan Na Ambassagou militiamen assaulted a woman and abducted three others in the village of Nia-Ouro (Djenne, Mopti). The abducted women were subsequently killed.",3,1669053774,MLI
9635480,466,MLI7633,7633,"06 November 2022",2022,1,Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2021-)",,1,13,"Western Africa",Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,1,"Whatsapp; Undisclosed Source","Local partner-Other","On 6 November 2022, an unidentified armed group fired gunshots near the police lodgings in the town of Goundam (Goundam, Tombouctou). Policemen returned fire and routed the assailants. There were no casualties.",0,1668457335,MLI
9635481,466,MLI7636,7636,"06 November 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dozo Communal Militia (Mali)",7,27,"Western Africa",Mali,Mopti,Djenne,Derrary,Diombougou,13.9607,-4.5107,1,"Twitter; Maliweb; Undisclosed Source","Local partner-Other","On 6 November 2022, JNIM militants killed a Donso militia chief (assumed off-duty) and seized two motorcycles in the village of Diombougou (Djenne, Mopti).",1,1668457335,MLI
9635482,466,MLI7637,7637,"06 November 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Health Workers (Mali); Tuareg Ethnic Group (Mali)",7,27,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,"Twitter; Undisclosed Source; Whatsapp","Local partner-Other","On 6 November 2022, suspected JNIM militants killed a health worker from the Tuareg community in the Kaygourou quarter in the town of Gossi (Gourma-Rharous, Tombouctou).",1,1668457335,MLI
9635496,466,MLI7666,7666,"06 November 2022",2022,2,"Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou",,4,24,"Western Africa",Mali,Segou,Tominian,Timissa,Djamakan,13.6366,-4.1436,2,"Le Pays Dogon; Undisclosed Source","Local partner-Other","Around 6 November 2022 (as reported), JNIM militants shelled a Dan Na Ambassagou camp in the village of Yaredaga, near Djamakan (Tominian, Segou). There were no casualties.",0,1668457335,MLI
9635839,466,MLI7643,7643,"06 November 2022",2022,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Whatsapp,"New media","On 6 November 2022, two unidentified armed men shot and wounded a motorcyclist in the city of Gao (Gao, Gao).",0,1668457336,MLI
9643412,466,MLI7673,7673,"06 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,"Western Africa",Mali,Segou,Niono,"Sirifila Boundy",Ndebougou,14.3732,-5.9765,2,"Undisclosed Source; Whatsapp","Local partner-Other","On 6 November 2022, JNIM militants detonated an IED at a bridge in the area of Ndebougou (Niono, Segou). One Donso militiaman was killed and two others critically wounded. JNIM claimed responsibility.",1,1669053773,MLI
9643733,466,MLI7674,7674,"06 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Bozo Ethnic Group (Mali); Fishermen (Mali)",7,27,"Western Africa",Mali,Segou,Niono,Dogofry,Goma-Coura,14.9472,-5.8293,2,"Undisclosed Source","Local partner-Other","On 6 November 2022, a Bozo fisherman aboard a motorcycle was killed by the explosion of an IED likely planted by JNIM militants about 2km from Goma-Coura (Niono, Segou).",1,1669053774,MLI
9669022,466,MLI7742,7742,"06 November 2022",2022,2,"Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Menaka,Anderamboukane,Anderamboukane,Anderamboukane,15.422,3.0224,2,"Al Nabaa","New media","Around 6 November 2022 (as reported), IS Sahel claimed to have captured and killed an informant working for international forces near Anderamboukane (Anderamboukane, Menaka).",1,1669658926,MLI
9635483,466,MLI7640,7640,"05 November 2022",2022,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali)",7,37,"Western Africa",Mali,Kayes,Diema,Groumera,Groumera,14.8288,-9.1395,1,"Whatsapp; Undisclosed Source","Local partner-Other","On 5 November 2022, an unidentified armed group wounded several cattle traders and stripped others of their cash and belongings at the cattle market in the town of Groumera (Diema, Kayes).",0,1668457335,MLI
9635495,466,MLI7664,7664,"05 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Batouma,14.9961,-3.614,2,"Twitter; UN (unspecified); UN MINUSMA; Undisclosed Source; Mali Actu","Local partner-Other","On 5 November 2022, a MINUSMA vehicle of the Togolese contingent hit an IED likely planted by JNIM militants near Batouma (Douentza, Mopti). Several peacekeepers were wounded.",0,1668457335,MLI
9702734,466,MLI7827,7827,"05 November 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Mali (2021-)",,1,"Civilians (Mali)","Prisoners (Mali)",7,17,"Western Africa",Mali,Mopti,Mopti,Kounari,Kamaka,14.7816,-4.0865,1,"FAMAMali; Undisclosed Source","Local partner-Other","On 5 November 2022, soldiers arrested four people in the village of Kamaka (Mopti, Mopti). One was tortured to death and the three others released. FAMa said in a statement that they had 'neutralized' four militants and seized two AK-47 rifles, four magazines, and destroyed four IEDs.",1,1670870899,MLI
9702738,466,MLI7831,7831,"05 November 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Koulikoro,Nara,Nara,Nara,15.1687,-7.2847,2,FAMAMali,National,"On 5 November 2022, FAMa conducted airstrikes and destroyed three militant hideouts (suspected to be JNIM) in the areas of Nara and Kaloumba (Nara, Koulikoro), according to a government statement. There were no casualties.",0,1670870899,MLI
9702739,466,MLI7832,7832,"05 November 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Koulikoro,Nara,Ouagadou,Kaloumba,14.857,-7.4975,2,FAMAMali,National,"On 5 November 2022, FAMa conducted airstrikes and destroyed three militant hideouts (suspected to be JNIM) in the areas of Kaloumba and Nara (Nara, Koulikoro), according to a government statement. There were no casualties.",0,1670870899,MLI
9702754,466,MLI7847,7847,"05 November 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Mopti,Konna,Takoutalla,14.8513,-3.9092,2,FAMAMali,National,"On 5 November 2022, FAMA conducted an air-supported operation and killed four militants (suspected to be JNIM) and seized IED-manufacturing materials in the area of Takoutalla (Mopti, Mopti), according to a government statement.",4,1670870899,MLI
9702755,466,MLI7848,7848,"05 November 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Bandiagara,"Pignari Bana",Ororo,14.3402,-3.9848,1,FAMAMali,National,"On 5 November 2022, FAMa killed ten militants (suspected to be JNIM) and recovered 400 heads of livestock in Ororo (Bandiagara, Mopti), according to a government statement.",10,1670870899,MLI
9610657,466,MLI7621,7621,"04 November 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,27,"Western Africa",Mali,Menaka,Menaka,Menaka,Taghatert,15.8577,1.9613,1,"Undisclosed Source","Local partner-Other","On 4 November 2022, JNIM militants killed a member of the Fulani community and ordered residents to leave the village of Taghatert (Menaka, Menaka).",1,1667851742,MLI
9635494,466,MLI7663,7663,"04 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Bore,15.1333,-3.4833,2,"UN (unspecified); Mali Actu; Undisclosed Source; UN MINUSMA","Local partner-Other","On 4 November 2022, a MINUSMA vehicle hit an IED likely planted by JNIM militants in the commune of Dangol Bore, location coded as Bore (Douentza, Mopti). Several peacekeepers were wounded.",0,1668457335,MLI
9643735,466,MLI7715,7715,"04 November 2022",2022,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)","Wagner Group",1,12,"Western Africa",Mali,Segou,Niono,Siribala,Nadani,14.019,-6.141,2,"Undisclosed Source","Local partner-Other","On 4 November 2022, JNIM militants and FAMa and Wagner forces clashed in the area of Nadani (Niono, Segou). Casualties unknown.",0,1669053774,MLI
9702725,466,MLI7818,7818,"04 November 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Mali (2021-)",,1,"Civilians (Mali)","JNIM: Group for Support of Islam and Muslims",7,17,"Western Africa",Mali,Segou,Tominian,Timissa,Diamana,13.7638,-4.0878,2,FAMAMali,National,"On 4 November 2022, FAMa killed a militant watchman (assumed unarmed, suspected to be JNIM) during reconnaissance offensives in the areas of Fatoumadaga, Koudiadaga, Diangouini, Diamana, the forest of Bolibana, location coded as Diamana (Tominian, Segou), according to a government statement.",1,1670870899,MLI
9610268,466,MLI7620,7620,"03 November 2022",2022,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,"Western Africa",Mali,Sikasso,Sikasso,Danderesso,Warasso,11.6553,-5.4791,2,"Whatsapp; Al Zallaqa","New media","On 3 November 2022, JNIM militants ambushed a FAMa unit between Warasso and Niezanso (Sikasso, Sikasso). JNIM claimed responsibility and said it killed four soldiers, burned two vehicles, and seized weapons and ammunition.",4,1667851740,MLI
9610364,466,MLI7617,7617,"03 November 2022",2022,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (Sahel)",,2,22,"Western Africa",Mali,Menaka,Menaka,Menaka,"Inekar Ouest",15.9333,1.9558,1,"Al Zallaqa","New media","On 3 November 2022, JNIM claimed to have killed five IS Sahel militants and destroyed their campsite in Inekar Ouest (Menaka, Menaka).",5,1667851741,MLI
9635474,466,MLI7619,7619,"03 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,"Western Africa",Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,"Undisclosed Source; Whatsapp; Al Zallaqa","Local partner-Other","On 3 November 2022, four FAMa soldiers were severely wounded by the explosion of an IED in the outskirts of Niono (Niono, Segou). JNIM claimed responsibility and said the explosion killed one soldier and wounded several others.",0,1668457335,MLI
9643732,466,MLI7708,7708,"03 November 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Mali)",7,27,"Western Africa",Mali,Segou,Niono,Dogofry,Goma-Coura,14.9472,-5.8293,1,"Undisclosed Source","Local partner-Other","On 3 November 2022, JNIM militants attacked farmers on rice fields in Goma-Coura (Niono, Segou). Two people were severely wounded and three motorcycles seized.",0,1669053774,MLI
9727571,466,MLI7618,7618,"03 November 2022",2022,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou",,4,24,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,Songho,14.3711,-3.709,2,"Facebook; Koro Kibaru; Studio Tamani; Twitter; Undisclosed Source","Local partner-Other","On 3 November 2022, presumed JNIM militants attacked a Dan Na Ambassagou checkpoint near Songho (Bandiagara, Mopti). One militiaman was wounded and two health workers and a driver passing by during the attack were abducted. The driver was released against ransom payment on 7 December.",0,1673307074,MLI
9643728,466,MLI7710,7710,"02 November 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Gao,Bourem,Bamba,Bamba,17.035,-1.4016,2,"Undisclosed Source","Local partner-Other","On 2 November 2022, presumed JNIM militants assaulted a man for refusing to pay 'zakat' tax in the village of Gambo, in the commune of Bamba, location coded as Bamba (Bourem, Gao).",0,1669053774,MLI
9702740,466,MLI7833,7833,"02 November 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,FAMAMali,National,"On 2 November 2022, FAMa killed one militant (suspected to be JNIM) during reconnaissance offensives in the area of Boni (Douentza, Mopti), in Sendegue, Ouro, Foune and Bogo, in the area of Konna (Mopti, Mopti), in the villages of Bongodaga, Antagoudaga, Legaldaga and Dimakuy, in the area of Timissa (Tominian, Segou), according to a government statement. One fatality is split across three events.",0,1670870899,MLI
9702741,466,MLI7834,7834,"02 November 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,2,FAMAMali,National,"On 2 November 2022, FAMa killed one militant (suspected to be JNIM) during reconnaissance offensives in Sendegue, Ouro, Foune and Bogo, in the area of Konna (Mopti, Mopti), in the villages of Bongodaga, Antagoudaga, Legaldaga and Dimakuy, in the area of Timissa (Tominian, Segou), and in the area of Boni (Douentza, Mopti). One fatality is split across three events.",0,1670870899,MLI
9702745,466,MLI7838,7838,"02 November 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Segou,Tominian,Timissa,Timissa,13.8227,-4.2061,2,FAMAMali,National,"On 2 November 2022, FAMa killed one militant (suspected to be JNIM) during reconnaissance offensives in the villages of Bongodaga, Antagoudaga, Legaldaga and Dimakuy, in the area of Timissa (Tominian, Segou), in Sendegue, Ouro, Foune and Bogo, in the area of Konna (Mopti, Mopti), and in the area of Boni (Douentza, Mopti). One fatality is split across three events.",1,1670870899,MLI
9610265,466,MLI7611,7611,"01 November 2022",2022,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Gabero,Kobe,16.0484,0.1113,2,"Studio Tamani; Twitter","New media-National","On 1 November 2022, an unidentified armed group attacked a communal transport bus near the village of Kobe (Gao, Gao). Three people including the driver, a woman, and child were killed.",3,1667851740,MLI
9610445,466,MLI7613,7613,"01 November 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Segou,Niono,Pogo,"Diado Were",13.8826,-5.9547,2,FAMAMali,National,"On 1 November 2022, the Malian Armed Forces (FAMa) claimed to have killed five militants (suspected to be JNIM) and seized five motorcycles, a tricycle, and cell phones during a reconnaissance offensive in the area of Diado Were (Niono, Segou).",5,1667851741,MLI
9610680,466,MLI7612,7612,"01 November 2022",2022,1,"Violence against civilians",Attack,"Unidentified Armed Group (Chad)",,3,"Civilians (Mali)","Arab Ethnic Group (Mali)",7,37,"Western Africa",Mali,Kidal,Abeibara,Tinzawatene,"Tin Zaouaten",19.9486,2.9649,1,Whatsapp,"New media","On 1 November 2022, an unidentified armed group killed a member from the Arab Kounta community in the village of Tin Zaouaten (Abeibara, Kidal). CMA combatants arrested three suspects of Chadian nationality.",1,1667851742,MLI
9610682,466,MLI7614,7614,"01 November 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,"Western Africa",Mali,Tombouctou,Tombouctou,Alafia,"Tin Karia",16.6528,-3.3097,2,Whatsapp,"New media","On 1 November 2022, four MINUSMA (UNPOL) officers were wounded by the explosion of an IED likely planted by JNIM militants not far from Tin Karia (Tombouctou, Tombouctou).",0,1667851742,MLI
9610263,466,MLI7606,7606,"31 October 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,"Western Africa",Mali,Mopti,Mopti,Konna,Takoutalla,14.8513,-3.9092,2,"Whatsapp; Undisclosed Source","Local partner-Other","On 31 October 2022, a FAMa vehicle hit an IED between Takoutalla and Konna (Mopti, Mopti). Casualties unknown. JNIM claimed responsibility.",0,1667851740,MLI
9610439,466,MLI7610,7610,"31 October 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Segou,Tominian,Timissa,Timissa,13.8227,-4.2061,2,FAMAMali,National,"On 31 October 2022, the Malian Armed Forces (FAMa) claimed to have killed four militants (suspected to be JNIM) and seized two assault rifles and IED-making materials in the area of Ouamiandaga, 10km southeast of Timissa (Tominian, Segou).",4,1667851741,MLI
9610442,466,MLI7608,7608,"31 October 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,FAMAMali,National,"On 31 October 2022, the Malian Armed Forces (FAMa) claimed to have killed two militants (suspected to be JNIM), and seized two AK rifles, and IED-manufacturing materials in the area of Macina [Ke-Macina] (Macina, Segou).",2,1667851741,MLI
9629168,466,MLI7603,7603,"31 October 2022",2022,1,Battles,"Armed clash","GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,"Islamic State (Sahel)",,2,23,"Western Africa",Mali,Gao,Gao,Anchawadi,Ahina,16.4992,0.6531,1,"MSA Azawad; Undisclosed Source; Whatsapp; Nashir; Twitter","Local partner-Other","On 31 October 2022, IS Sahel militants and GATIA militiamen clashed in the village of Ahina (Gao, Gao). 15 IS Sahel militants, 9 GATIA militiamen, and 4 civilians (summarily executed by IS Sahel) were killed, according to a Plateforme statement. IS Sahel claimed responsibility and said it killed 14 GATIA militiamen. 28 fatalities coded.",28,1667941953,MLI
9702750,466,MLI7843,7843,"31 October 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,Deguembere,14.3395,-3.761,1,FAMAMali,National,"On 31 October 2022, FAMA killed nine militants (suspected to be JNIM) and seized IED-manufacturing materials in Deguembere and Tegueri (Bandiagara, Mopti), and Time (Mopti, Mopti), according to a government statement. Fatalities split across three events.",3,1670870899,MLI
9702751,466,MLI7844,7844,"31 October 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Bandiagara,Pignari,Tegueri,14.2915,-3.7701,1,FAMAMali,National,"On 31 October 2022, FAMA killed nine militants (suspected to be JNIM) and seized IED-manufacturing materials in Tegueri and Deguembere (Bandiagara, Mopti), and Time (Mopti, Mopti), according to a government statement. Fatalities split across three events.",3,1670870899,MLI
9702752,466,MLI7845,7845,"31 October 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Mopti,Konna,Time,14.9714,-3.8595,1,FAMAMali,National,"On 31 October 2022, FAMA killed nine militants (suspected to be JNIM) and seized IED-manufacturing materials in Time (Mopti, Mopti) and Tegueri and Deguembere (Bandiagara, Mopti), according to a government statement. Fatalities split across three events.",3,1670870899,MLI
9702753,466,MLI7846,7846,"31 October 2022",2022,1,Battles,"Armed clash","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,"Western Africa",Mali,Mopti,Djenne,Fakala,Sofara,14.0167,-4.2333,2,FAMAMali,National,"On 31 October 2022, FAMa killed four militants (suspected to be JNIM) and seized 3 AK-47 rifles and 9 magazines in Wamiaga, in the area of Sofara (Djenne, Mopti), according to a government statement.",4,1670870899,MLI
9610254,466,MLI7585,7585,"30 October 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Mali (2021-)","Wagner Group",1,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,17,"Western Africa",Mali,Mopti,Tenenkou,Toguere-Coumbe,Gueledie,14.7907,-4.8495,1,"Whatsapp; FAMAMali; Undisclosed Source; Facebook; Le Monde","Local partner-Other","On 30 October 2022, FAMa and Wagner forces carried out an air-landed operation by helicopters in the village of Gueledie (Tenenkou, Mopti). Twelve civilians and one suspected militant were killed, two people wounded, and seven arrested. The Malian Armed Forces (FAMa) claimed to have killed 15 militants, destroyed a logistics base, arrested 6 suspects, and seized weapons, ammunition, and IED manufacturing materials, and added that a civilian with a shoulder injury was evacuated to Sevare.",13,1667851740,MLI
9610258,466,MLI7601,7601,"30 October 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dan Na Ambassagou",7,27,"Western Africa",Mali,Mopti,Koro,Bondo,Am,14.1724,-2.928,1,"Undisclosed Source; Whatsapp; Koro Kibaru; Studio Tamani","Local partner-Other","On 30 October 2022, JNIM militants killed a Dan Na Ambassagou militia chief (assumed off-duty) in the village of Am (Koro, Mopti).",1,1667851740,MLI
9610259,466,MLI7602,7602,"30 October 2022",2022,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,1,"Whatsapp; Undisclosed Source","Local partner-Other","On 30 October 2022, suspected JNIM militants killed a man in the town of Konna (Mopti, Mopti). JNIM claimed responsibility in an audio.",1,1667851740,MLI
9610674,466,MLI7598,7598,"29 October 2022",2022,1,"Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)","Labour Group (Mali); Military Forces of Mali (2021-)",7,27,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,2,Whatsapp,"New media","On 29 October 2022, IS Sahel militants ambushed a military-escorted civilian convoy near the village of Bentia (Ansongo, Gao). A driver was killed.",1,1667851742,MLI
9629169,466,MLI7599,7599,"29 October 2022",2022,1,Battles,"Armed clash","Islamic State (Sahel)",,2,"JNIM: Group for Support of Islam and Muslims",,2,22,"Western Africa",Mali,Menaka,Inekar,Inekar,Agazragane,16.0424,3.4319,2,"Al Zallaqa; Twitter; Al Nabaa; Nashir","New media","On 29 October 2022, IS Sahel militants attacked JNIM militant positions in the area of Agazragane (Inekar, Menaka). IS Sahel claimed to have killed about 40 JNIM militants, seized a large amount of weapons, ammunition, and vehicles, and acknowledged several dead in its ranks. JNIM claimed to have killed 'tens' of IS Sahel militants and acknowledged 30 dead in its ranks. 40 fatalities coded.",40,1667941953,MLI
9608279,466,MLI7576,7576,"28 October 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Bankass,Diallassagou,Mougue,13.7102,-3.6727,1,"Studio Tamani; Mali Actu",Subnational-National,"On 28 October 2022, five people including four women and a boy were killed when the cart they were travelling on hit an IED in Mougue (Bankass, Mopti).",5,1667333306,MLI
