id,relid,year,active_year,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
219335,MLI-2016-1-863-6,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,3,"""Agence France Presse,2016-03-21,Gunman killed in attack on Mali hotel hosting EU mission"";""Reuters News,2016-03-21,UPDATE 3-Gunmen attack EU military mission HQ in Mali; 1 attacker killed"";""Radio Prague,2016-03-23,Mali : des soldats tchèques repoussent une attaque contre la mission militaire de l’UE""",Agence France Presse;Reuters News;Radio Prague,2016-03-21;2016-03-21;2016-03-23,Gunman killed in attack on Mali hotel hosting EU mission;UPDATE 3-Gunmen attack EU military mission HQ in Mali; 1 attacker killed;Mali : des soldats tchèques repoussent une attaque contre la mission militaire de l’UE,a source within the EU military training mission,1,Bamako city,Bamako,Bamako region,Bamako cercle,12.65,-8,POINT (-8 12.65),147945,Mali,432,Africa,1,1,03/21/2016 00:00:00,03/21/2016 00:00:00,0,1,0,0,1,1,1
219248,MLI-2016-1-863-2,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,2,"""Maghreb and Sahel. Sand, Tea, and Guns,2016-03-01,February 2016 AQIM and Security Related Violence in Mali"";""Reuters News,2016-03-02,Spanish al Qaeda commander killed by French forces in Mali: sources""","Maghreb and Sahel. Sand, Tea, and Guns;Reuters News",2016-03-01;2016-03-02,February 2016 AQIM and Security Related Violence in Mali;Spanish al Qaeda commander killed by French forces in Mali: sources,a Spanish intelligence firm and security sources,2,Tombouctou town,Timbukti (north of),Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,02/29/2016 00:00:00,02/29/2016 00:00:00,0,2,0,0,2,2,2
219247,MLI-2016-1-863-14,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,3,"""Reuters News,2016-02-24,Gunmen kill three Mali soldiers in attack on checkpoint"";""Maghreb and Sahel. Sand, Tea, and Guns,2016-03-01,February 2016 AQIM and Security Related Violence in Mali"";""Cerus Intel,2016-04-18,Report: Militant Incidents in Mali (Jan. – Mar. 2016)""","Reuters News;Maghreb and Sahel. Sand, Tea, and Guns;Cerus Intel",2016-02-24;2016-03-01;2016-04-18,Gunmen kill three Mali soldiers in attack on checkpoint;February 2016 AQIM and Security Related Violence in Mali;Report: Militant Incidents in Mali (Jan. – Mar. 2016),a soldier in the town,1,Lere town,Lere town,Tombouctou region,Niafunke cercle,15.7118,-4.9118,POINT (-4.9118 15.7118),152271,Mali,432,Africa,1,2,02/23/2016 00:00:00,02/24/2016 00:00:00,0,0,0,0,0,5,0
219240,MLI-2016-1-863-8,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,2,"""Agence France Presse,2016-01-28,Four soldiers killed in attack, explosion in northern Mali: military sources"";""Long War Journal,2016-06-08,Al Qaeda has launched more than 100 attacks in West Africa in 2016""",Agence France Presse;Long War Journal,2016-01-28;2016-06-08,"Four soldiers killed in attack, explosion in northern Mali: military sources;Al Qaeda has launched more than 100 attacks in West Africa in 2016",army spokesman Colonel Souleymane Maiga,2,Gao town,Gao town (near),Gao region,Gao cercle,16.271667,-0.044722,POINT (-0.044722 16.271667),153000,Mali,432,Africa,1,1,01/28/2016 00:00:00,01/28/2016 00:00:00,3,0,0,0,3,3,3
219238,MLI-2016-1-863-13,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,2,"""Agence France Presse,2016-01-28,Four soldiers killed in attack, explosion in northern Mali: military sources"";""Long War Journal,2016-06-08,Al Qaeda has launched more than 100 attacks in West Africa in 2016""",Agence France Presse;Long War Journal,2016-01-28;2016-06-08,"Four soldiers killed in attack, explosion in northern Mali: military sources;Al Qaeda has launched more than 100 attacks in West Africa in 2016",military sources,2,Tombouctou town,Timbuktu (outskirts of),Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,01/28/2016 00:00:00,01/28/2016 00:00:00,1,0,0,0,1,1,1
219220,MLI-2016-1-863-5,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,1,"""Reuters News,2016-02-12,UPDATE 2-Suspected militants kill 3 in mortar attack on U.N. base in Mali""",Reuters News,12/02/2016,UPDATE 2-Suspected militants kill 3 in mortar attack on U.N. base in Mali,a military source,5,Between Goundam and Timbuktu,between Timbuktu and Goundam,Tombouctou region,,16.602794,-3.399788,POINT (-3.399788 16.602794),153714,Mali,432,Africa,1,1,02/12/2016 00:00,02/12/2016 00:00,3,0,0,0,3,3,3
219219,MLI-2016-1-835-0,2016,TRUE,11347,Mali: Government,11986,11986,Government of Mali - Ansar Dine,72,72,Government of Mali,1157,1157,Ansar Dine,7,"""Agence France Presse,2016-02-12,Four UN peacekeepers among 7 troops killed in Mali attacks"";""Reuters News,2016-02-12,Five U.N. peackeepers killed by truck bomb, mortar fire in Mali"";""Agence France Presse,2016-02-12,Two UN soldiers killed in Mali attack: UN"";""BBC Monitoring Africa,2016-02-12,Three UN peacekeepers killed in Mali ahead of expected visit by German leader"";""Agence France Presse,2016-02-13,Six UN peacekeepers among 9 troops killed in Mali attacks"";""Reuters News,2016-02-13,Mali Islamist group Ansar Dine claims attack on U.N. base"";""Agence France Presse,2016-02-16,UN peacekeeper death toll rises to 7 in Mali""",Agence France Presse;Reuters News;Agence France Presse;BBC Monitoring Africa;Agence France Presse;Reuters News;Agence France Presse,2016-02-12;2016-02-12;2016-02-12;2016-02-12;2016-02-13;2016-02-13;2016-02-16,"Four UN peacekeepers among 7 troops killed in Mali attacks;Five U.N. peackeepers killed by truck bomb, mortar fire in Mali;Two UN soldiers killed in Mali attack: UN;Three UN peacekeepers killed in Mali ahead of expected visit by German leader;Six UN peacekeepers among 9 troops killed in Mali attacks;Mali Islamist group Ansar Dine claims attack on U.N. base;UN peacekeeper death toll rises to 7 in Mali",UN sources; a Guinean source in the mission and a military source in Conakry,1,Kidal town,Kidal,Kidal region,Kidal cercle,18.441111,1.407778,POINT (1.407778 18.441111),155883,Mali,432,Africa,1,1,02/12/2016 00:00,02/12/2016 00:00,7,0,0,0,7,7,7
219215,MLI-2016-1-14610-2,2016,FALSE,13611,Mali: Macina Empire,14610,14610,Government of Mali - FLM,72,72,Government of Mali,6267,6267,FLM,2,"""Reuters News,2016-02-11,Suspected Islamist militants kill three at Mali customs post"";""Agence France Presse,2016-02-11,Suspected jihadists kill three in northern Mali""",Reuters News;Agence France Presse,2016-02-11;2016-02-11,Suspected Islamist militants kill three at Mali customs post;Suspected jihadists kill three in northern Mali,a security source,1,Hombori town,"Hombori town, Mopti",Mopti region,Douentza cercle,15.27898,-1.70037,POINT (-1.70037 15.27898),151557,Mali,432,Africa,1,1,02/11/2016 00:00,02/11/2016 00:00,0,0,0,0,0,3,0
219209,MLI-2016-1-14610-1,2016,FALSE,13611,Mali: Macina Empire,14610,14610,Government of Mali - FLM,72,72,Government of Mali,6267,6267,FLM,2,"""BBC Monitoring Africa,2016-02-11,Three Malian soldiers killed in landmine blast in central region of Mopti"";""Reuters News,2016-02-11,Suspected Islamist militants kill three at Mali customs post""",BBC Monitoring Africa;Reuters News,2016-02-11;2016-02-11,Three Malian soldiers killed in landmine blast in central region of Mopti;Suspected Islamist militants kill three at Mali customs post,The minister of defense and veterans affairs,2,Mondoro village,"Mondoro sector, Mopti region",Mopti region,Douentza cercle,14.67619,-1.95127,POINT (-1.95127 14.67619),150837,Mali,432,Africa,1,1,02/09/2016 00:00,02/09/2016 00:00,3,0,0,0,3,3,3
219176,MLI-2016-1-863-1,2016,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,2,"""Agence France Presse,2016-02-05,Five killed as jihadists attack UN camp in Mali"";""Reuters News,2016-02-06,Al Qaeda claims responsibility for attack on U.N. base in Mali""",Agence France Presse;Reuters News,2016-02-05;2016-02-06,Five killed as jihadists attack UN camp in Mali;Al Qaeda claims responsibility for attack on U.N. base in Mali,a Malian security source,1,Tombouctou town,Timbuktu,Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,02/05/2016 00:00,02/05/2016 00:00,1,4,0,0,5,5,5
219126,MLI-2016-1-14610-0,2016,FALSE,13611,Mali: Macina Empire,14610,14610,Government of Mali - FLM,72,72,Government of Mali,6267,6267,FLM,3,"""Agence France Presse,2016-01-20,Three police killed in Mali attack by suspected jihadists"";""Reuters News,2016-01-20,Three Mali gendarmes killed in armed raid in central Mali"";""Cerus Intel,2016-04-18,Report: Militant Incidents in Mali (Jan. – Mar. 2016)""",Agence France Presse;Reuters News;Cerus Intel,2016-01-20;2016-01-20;2016-04-18,Three police killed in Mali attack by suspected jihadists;Three Mali gendarmes killed in armed raid in central Mali;Report: Militant Incidents in Mali (Jan. – Mar. 2016),a military source; defence ministry spokesman Colonel Diarran Kone,1,Dialoubé village,"60 kilometres from Mopti

Dialoubé village",Mopti region,Mopti cercle,15.0191,-4.2324,POINT (-4.2324 15.0191),151552,Mali,432,Africa,1,2,01/19/2016 00:00:00,01/20/2016 00:00:00,0,0,0,0,0,4,0
272720,MLI-2016-3-15161-0,2016,FALSE,13987,Dozos (Mali) - Civilians,6769,15161,Dozos (Mali) - Civilians,6769,6769,Dozos (Mali),9999,1,Civilians,2,"""Malijet,2016-05-05,Bloody clashes between Fulas and Bambara: Balance: Between 38 and 50 dead"";""“We Used to Be Brothers” Self-Defense Group Abuses in Central Mali,2018-12-07,Past Communal Violence in Central Mali (p. 32-33)""",Malijet;“We Used to Be Brothers” Self-Defense Group Abuses in Central Mali,2016-05-05;2018-12-07,Bloody clashes between Fulas and Bambara: Balance: Between 38 and 50 dead;Past Communal Violence in Central Mali (p. 32-33),,2,Malémana village,"Maleimana, in Ténenkou cercle, around",Mopti region,Tenenkou cercle,14.566,-5.426,POINT (-5.426 14.566),150830,Mali,432,Africa,1,2,05/01/2016 00:00,05/02/2016 00:00,0,0,23,0,23,43,23
236616,MLI-2017-1-12575-8,2017,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,1,"""BBC Monitoring Africa,2017-02-20,One civilian killed, four injured in land mine blast in Mali""",BBC Monitoring Africa,20/02/2017,"One civilian killed, four injured in land mine blast in Mali","Lt-Col Philippe, the spokesman of Barkhane",2,Gossi town,"Gossi area, southwest of Gao",Tombouctou region,Gourma-Rharous cercle,15.819607,-1.291135,POINT (-1.291135 15.819607),152278,Mali,432,Africa,1,1,02/19/2017 00:00:00,02/19/2017 00:00:00,0,0,1,0,1,1,1
236615,MLI-2017-3-15161-1,2017,TRUE,13987,Dozos (Mali) - Civilians,6769,15161,Dozos (Mali) - Civilians,6769,6769,Dozos (Mali),9999,1,Civilians,3,"""Human Rights Watch: Mali: Spate of Killings by Armed Groups,2017-04-05,Communal Violence in Ke-Macina"";""Agence France Presse,2017-02-13,Dozen dead in intercommunal clashes in Mali"";""Agence France Presse,2017-02-15,Hundreds flee Malian village after deadly clash""",Human Rights Watch: Mali: Spate of Killings by Armed Groups;Agence France Presse;Agence France Presse,2017-04-05;2017-02-13;2017-02-15,Communal Violence in Ke-Macina;Dozen dead in intercommunal clashes in Mali;Hundreds flee Malian village after deadly clash,"a source at the security ministry
Local politician Djiguiba Keita
 Human Rights Watch",2,Ké-Macina town,"Wuro Hadji Samba, Wuro Botamkobé, Wuro Brahima Hadji, Wuro Nona, Wuro Thaté, Wuro Direbé, and Sampey (villages close to the city of Macina)",Segou region,Macina cercle,13.9641,-5.35791,POINT (-5.35791 13.9641),149390,Mali,432,Africa,1,1,02/12/2017 00:00,02/12/2017 00:00,0,0,21,0,21,31,21
236614,MLI-2017-1-11986-0,2017,FALSE,11347,Mali: Government,11986,11986,Government of Mali - Ansar Dine,72,72,Government of Mali,1157,1157,Ansar Dine,4,"""Agence France Presse,2017-01-24,Mortar attack kills UN peacekeeper in Mali"";""Xinhua News Agency,2017-01-24,One Chadian peacekeeper killed in attack on UN mission in Mali"";""Xinhua News Agency,2017-01-25,UN Security Council condemns deadly attack against peacekeepers in Mali"";""Sahel memo,2017-02-17,Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and MUJWA in Mali""",Agence France Presse;Xinhua News Agency;Xinhua News Agency;Sahel memo,2017-01-24;2017-01-24;2017-01-25;2017-02-17,"Mortar attack kills UN peacekeeper in Mali;One Chadian peacekeeper killed in attack on UN mission in Mali;UN Security Council condemns deadly attack against peacekeepers in Mali;Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and MUJWA in Mali",,2,Aguelhok village,"Aguelhok camp, near the Algerian border",Kidal region,Tessalit cercle,19.461389,0.858889,POINT (0.858889 19.461389),157322,Mali,432,Africa,1,1,01/23/2017 00:00:00,01/23/2017 00:00:00,1,0,0,0,1,1,1
236611,MLI-2017-1-12575-7,2017,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,1,"""Agence France Presse,2017-01-22,Three Malian soldiers killed in landmine blast""",Agence France Presse,22/01/2017,Three Malian soldiers killed in landmine blast, the army,2,Gossi town,near Gossi,Tombouctou region,Gourma-Rharous cercle,15.819607,-1.291135,POINT (-1.291135 15.819607),152278,Mali,432,Africa,1,1,01/22/2017 00:00:00,01/22/2017 00:00:00,3,0,0,0,3,3,3
236610,MLI-2017-2-14730-0,2017,TRUE,13683,CMA - GATIA,14730,14730,CMA - GATIA,1158,1158,CMA,5880,5880,GATIA,1,"""Agence France Presse,2017-01-22,14 members of pro-govt militia killed in Mali attack""",Agence France Presse,22/01/2017,14 members of pro-govt militia killed in Mali attack,"GATIA secretary general Fahad Ag Almahoud, a Kidal resident",2,Tin-Essako village,near Tin-Assako in the northeastern Kidal region,Kidal region,Tin-Essako cercle,18.45059,2.48795,POINT (2.48795 18.45059),155885,Mali,432,Africa,1,1,01/21/2017 00:00:00,01/21/2017 00:00:00,0,14,0,0,14,14,14
236600,MLI-2017-1-863-1,2017,TRUE,11347,Mali: Government,12575,12575,Government of Mali - AQIM,72,72,Government of Mali,539,539,AQIM,17,"""Agence France Presse,2017-01-18,Suicide attack on pro-govt militia camp in Mali kills 37 fighters"";""Reuters News,2017-01-18,Explosion kills dozens in Malian military camp -witness"";""Reuters News,2017-01-18,Twenty-five dead in car bomb attack on Mali military camp -army"";""Reuters News,2017-01-18,France says Mali army camp explosion is major 'symbolic attack'"";""Agence France Presse,2017-01-18,Mali suicide attack kills dozens of pro-govt fighters"";""Agence France Presse,2017-01-18,Mali suicide attack kills dozens of fighters"";""Xinhua News Agency,2017-01-18,Urgent: At least 80 killed in car bomb attack in Mali"";""Reuters News,2017-01-18,France says Mali army camp explosion is major ""symbolic attack"""";""Agence France Presse,2017-01-18,Mali suicide attack kills 40 fighters"";""Reuters News,2017-01-18,Mali attack toll hits 47, including five suicide bombers"";""Agence France Presse,2017-01-18,Mali car bomb kills 50 in fresh blow to peace"";""Reuters News,2017-01-18,Al Qaeda-linked Islamist group claims Mali suicide bombing"";""Reuters News,2017-01-18,Al Qaeda-linked Islamist group claims Mali suicide bombing"";""Xinhua News Agency,2017-01-18,Suicide bombing in Mali ""direct attack against peace process"": UN peacekeeping chief"";""Reuters News,2017-01-18,Al Qaeda says Mali bombing punishment for working with France"";""Reuters News,2017-01-19,Al Qaeda says Mali attack punishment for cooperation with France"";""Reuters News,2017-01-19,Death toll from Mali attack has risen to 77 -French army spokesman""",Agence France Presse;Reuters News;Reuters News;Reuters News;Agence France Presse;Agence France Presse;Xinhua News Agency;Reuters News;Agence France Presse;Reuters News;Agence France Presse;Reuters News;Reuters News;Xinhua News Agency;Reuters News;Reuters News;Reuters News,2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-18;2017-01-19;2017-01-19,"Suicide attack on pro-govt militia camp in Mali kills 37 fighters;Explosion kills dozens in Malian military camp -witness;Twenty-five dead in car bomb attack on Mali military camp -army;France says Mali army camp explosion is major 'symbolic attack';Mali suicide attack kills dozens of pro-govt fighters;Mali suicide attack kills dozens of fighters;Urgent: At least 80 killed in car bomb attack in Mali;France says Mali army camp explosion is major ""symbolic attack"";Mali suicide attack kills 40 fighters;Mali attack toll hits 47, including five suicide bombers;Mali car bomb kills 50 in fresh blow to peace;Al Qaeda-linked Islamist group claims Mali suicide bombing;Al Qaeda-linked Islamist group claims Mali suicide bombing;Suicide bombing in Mali ""direct attack against peace process"": UN peacekeeping chief;Al Qaeda says Mali bombing punishment for working with France;Al Qaeda says Mali attack punishment for cooperation with France;Death toll from Mali attack has risen to 77 -French army spokesman","a UN peacekeeping source and a local official

A local official from Gao 

Army spokesman Diarran Kone

Colonel Patrik Steiger

General Amadou Kane, Deputy Commander MINUSMA",1,Gao town,Gao town,Gao region,Gao cercle,16.271667,-0.044722,POINT (-0.044722 16.271667),153000,Mali,432,Africa,1,1,01/18/2017 00:00:00,01/18/2017 00:00:00,54,1,0,0,55,62,55
236598,MLI-2017-1-14610-3,2017,FALSE,13611,Mali: Macina Empire,14610,14610,Government of Mali - FLM,72,72,Government of Mali,6267,6267,FLM,2,"""Agence France Presse,2017-01-11,Five Malian soldiers killed by landmine"";""Sahel memo,2017-02-17,Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and MUJWA in Mali""",Agence France Presse;Sahel memo,2017-01-11;2017-02-17,"Five Malian soldiers killed by landmine;Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and MUJWA in Mali",military sources,2,Diafarabe town,"between	Ké-Macina and Diafarabé, Mopti Region.",Mopti region,Tenenkou cercle,14.13814,-5.01781,POINT (-5.01781 14.13814),150110,Mali,432,Africa,1,1,01/11/2017 00:00,01/11/2017 00:00,4,0,0,0,4,5,4
237109,MLI-2017-1-15108-13,2017,TRUE,11347,Mali: Government,15108,15108,Government of Mali - JNIM,72,72,Government of Mali,6716,6716,JNIM,2,"""Sahel memo,2017-04-24,Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and JNIM"";""Agence France Presse,2017-03-13,'Jihadists' kill civilians, soldiers in north Mali""",Sahel memo;Agence France Presse,2017-04-24;2017-03-13,"Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and JNIM;'Jihadists' kill civilians, soldiers in north Mali",Mali's defence ministry,2,Fafa town,close to the village of Fafa,Gao region,Ansongo cercle,15.3177,0.7446,POINT (0.7446 15.3177),151562,Mali,432,Africa,1,1,03/13/2017 00:00:00,03/13/2017 00:00:00,0,0,0,0,0,4,0
237108,MLI-2017-1-15108-1,2017,TRUE,11347,Mali: Government,15108,15108,Government of Mali - JNIM,72,72,Government of Mali,6716,6716,JNIM,8,"""Agence France Presse,2017-03-05,10 Malian soldiers killed in attack on border post"";""Agence France Presse,2017-03-05,11 Malian soldiers killed in attack on border base"";""Agence France Presse,2017-03-05,11 Malian soldiers killed in attack on border base"";""Reuters News,2017-03-06,Militants kill 11 Malian soldiers near Burkina border -defence ministry"";""All Africa,2017-03-07,Soldiers Killed in Attack As Violence Surges"";""All Africa,2017-03-08,Soldiers Killed As Mali Rebels Defy Government"";""Agence France Presse,2017-03-10,Jihadist alliance claims Mali attack that killed 11 soldiers"";""Sahel memo,2017-04-24,Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and JNIM""",Agence France Presse;Agence France Presse;Agence France Presse;Reuters News;All Africa;All Africa;Agence France Presse;Sahel memo,2017-03-05;2017-03-05;2017-03-05;2017-03-06;2017-03-07;2017-03-08;2017-03-10;2017-04-24,"10 Malian soldiers killed in attack on border post;11 Malian soldiers killed in attack on border base;11 Malian soldiers killed in attack on border base;Militants kill 11 Malian soldiers near Burkina border -defence ministry;Soldiers Killed in Attack As Violence Surges;Soldiers Killed As Mali Rebels Defy Government;Jihadist alliance claims Mali attack that killed 11 soldiers;Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and JNIM","a highly-placed Malian military source
A resident of Douentza, the county seat near the base
defence ministry",1,Boulikessi village,border village of Boulekessi,Mopti region,Douentza cercle,14.79832,-1.302596,POINT (-1.302596 14.7983207),150838,Mali,432,Africa,1,1,03/05/2017 00:00,03/05/2017 00:00,13,0,0,0,13,17,11
238023,MLI-2017-1-15108-21,2017,TRUE,11347,Mali: Government,15108,15108,Government of Mali - JNIM,72,72,Government of Mali,6716,6716,JNIM,2,"""Reuters News,2017-05-08,Mali says militants kill seven soldiers in attack in north"";""Sahel memo,2017-06-15,Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and JNIM""",Reuters News;Sahel memo,2017-05-08;2017-06-15,"Mali says militants kill seven soldiers in attack in north;Attacks Related to Violent Extremist Organizations: AQIM, Ansar al-Din, and JNIM",defense ministry,1,Almoustarast village,Almoustrat,Gao region,Bourem cercle,17.366667,0.087222,POINT (0.087222 17.366667),154441,Mali,432,Africa,1,1,05/07/2017 00:00,05/07/2017 00:00,7,0,0,0,7,7,7
244249,AFG-2017-2-15256-2.2,2017,TRUE,14110,IS - MSA,15256,15256,IS - MSA,234,234,IS,6836,6836,MSA,4,"""RFI Afrique,2017-10-15,Mali: A senior member of the Azawad Movement for the Salvation killed"";""Crisis Watch,2017-10-31,Mali  OCTOBER 2017"";""Sahel memo,2018-05-29,Mali – Sahel: October 2017 Violent incidents by AlQaeda affiliate Jama’at Nusrat al-Islam wal Muslimeen (JNIM), Islamic State in the Greater Sahara (ISGS), Islamic State in West Africa Province (ISWAP), Ansaroul Islam, and other security incidents"";""Final report of the Panel of Experts established pursuant to Security Council resolution 2374 (2017) on Mali,2018-08-09,A. Ménaka region and east of Ansongo cercle of the Gao region""",RFI Afrique;Crisis Watch;Sahel memo;Final report of the Panel of Experts established pursuant to Security Council resolution 2374 (2017) on Mali,2017-10-15;2017-10-31;2018-05-29;2018-08-09,"Mali: A senior member of the Azawad Movement for the Salvation killed;Mali  OCTOBER 2017;Mali – Sahel: October 2017 Violent incidents by AlQaeda affiliate Jama’at Nusrat al-Islam wal Muslimeen (JNIM), Islamic State in the Greater Sahara (ISGS), Islamic State in West Africa Province (ISWAP), Ansaroul Islam, and other security incidents;A. Ménaka region and east of Ansongo cercle of the Gao region","ICG, Panel of Expert",2,Menaka town,"Ménaka region, near the border with Niger

///

near Infoukaretane (30km from Ménaka), Ménaka Region

///

Menaka town",Ménaka region,Ménaka cercle,15.9182,2.4022,POINT (2.4022 15.9182),152285,Mali,432,Africa,2,1,10/15/2017 00:00:00,10/15/2017 00:00:00,0,3,0,0,3,3,3
238021,MLI-2017-1-15108-5,2017,TRUE,11347,Mali: Government,15108,15108,Government of Mali - JNIM,72,72,Government of Mali,6716,6716,JNIM,7,"""Agence France Presse,2017-05-03,Shelling at UN camp in Mali kills one, wounds 9: UN"";""Associated Press Newswires,2017-05-03,1 dead, 9 UN peacekeepers wounded in northern Mali attack"";""Agence France Presse,2017-05-03,Rocket attack on UN camp in Mali kills one, wounds 9"";""All Africa,2017-05-04,Rocket Attack on UN Camp in Kills 1, Wounds 9"";""Agence France Presse,2017-05-04,Jihadists claim Mali attack that killed UN peacekeeper"";""Associated Press Newswires,2017-05-05,UN Security Council condemns attack on peacekeepers in Mali"";""Xinhua News Agency,2017-05-05,UN Security Council slams deadly attack on blue helmets in Mali""",Agence France Presse;Associated Press Newswires;Agence France Presse;All Africa;Agence France Presse;Associated Press Newswires;Xinhua News Agency,2017-05-03;2017-05-03;2017-05-03;2017-05-04;2017-05-04;2017-05-05;2017-05-05,"Shelling at UN camp in Mali kills one, wounds 9: UN;1 dead, 9 UN peacekeepers wounded in northern Mali attack;Rocket attack on UN camp in Mali kills one, wounds 9;Rocket Attack on UN Camp in Kills 1, Wounds 9;Jihadists claim Mali attack that killed UN peacekeeper;UN Security Council condemns attack on peacekeepers in Mali;UN Security Council slams deadly attack on blue helmets in Mali","Sweden's armed forces 
UN statement",1,Tombouctou town,Timbuktu (near the airport),Tombouctou region,Tombouctou cercle,16.770456,-3.005588,POINT (-3.005588 16.770456),153714,Mali,432,Africa,1,1,05/04/2017 00:00,05/04/2017 00:00,1,0,0,0,1,1,1
238020,MLI-2017-1-15108-18,2017,TRUE,11347,Mali: Government,15108,15108,Government of Mali - JNIM,72,72,Government of Mali,6716,6716,JNIM,6,"""Reuters News,2017-05-02,Eight Mali soldiers killed in ambush by suspected militants -army"";""Associated Press Newswires,2017-05-02,Soldier: 10 dead, 9 others hurt in Mali army convoy ambush"";""Agence France Presse,2017-05-02,Eight Malian troops killed in central Mali attack"";""Agence France Presse,2017-05-02,Eight Malian soldiers killed in central Mali attack"";""Reuters News,2017-05-02,Eight Mali soldiers killed in ambush by suspected militants: army"";""ICG,2017-05-31,Mali  MAY 2017""",Reuters News;Associated Press Newswires;Agence France Presse;Agence France Presse;Reuters News;ICG,2017-05-02;2017-05-02;2017-05-02;2017-05-02;2017-05-02;2017-05-31,"Eight Mali soldiers killed in ambush by suspected militants -army;Soldier: 10 dead, 9 others hurt in Mali army convoy ambush;Eight Malian troops killed in central Mali attack;Eight Malian soldiers killed in central Mali attack;Eight Mali soldiers killed in ambush by suspected militants: army;Mali  MAY 2017","army spokesman Colonel Diaran Kone; bdel Karim Konaté, Minister of Commerce and government spokesman",5,Between Dogofri and Nampala,between the towns of Dogofri and Nampala,Segou region,Niono cercle,15.031864,-5.661594,POINT (-5.661594 15.031864),151549,Mali,432,Africa,1,1,05/02/2017 00:00,05/02/2017 00:00,9,0,0,0,9,9,9
